product,material,region,city,craft_process,platform,price,sales,rating,reviews
statue,bamboo,west bengal,jaipur,pottery shaping,amazon,6388,107,3.9,214
scarf,jute,rajasthan,kanchipuram,pottery shaping,amazon,6856,175,3.5,473
bracelet,terracotta,odisha,kolkata,handloom weaving,etsy,2589,52,4.4,410
statue,silk,gujarat,jaipur,metal casting,amazon,6444,215,4.8,499
shawl,wood,west bengal,mysore,loom weaving,amazon,6924,27,4.8,180
lamp,brass,uttar pradesh,mysore,loom weaving,meesho,5167,198,4.8,318
vase,clay,uttar pradesh,puri,block printing,etsy,3510,244,4.5,140
vase,cotton,uttar pradesh,puri,metal casting,etsy,5842,161,4.6,102
necklace,bamboo,west bengal,mysore,handcrafted,meesho,4185,50,4.2,257
lamp,cotton,west bengal,kolkata,hand-woven,etsy,790,13,4.4,242
bracelet,clay,gujarat,ahmedabad,hand-woven,etsy,2956,189,4.3,193
saree,stone,karnataka,jaipur,metal casting,meesho,783,223,3.7,351
handbag,wood,gujarat,kanchipuram,handcrafted,amazon,3100,65,3.6,158
shawl,bamboo,karnataka,ahmedabad,hand-woven,flipkart,2468,227,4.3,254
shawl,stone,andhra pradesh,hyderabad,hand-woven,meesho,1812,100,4.5,439
necklace,terracotta,rajasthan,jaipur,pottery shaping,amazon,7898,69,4.1,354
wall hanging,wood,odisha,kolkata,handcrafted,etsy,1619,98,4.9,71
wall hanging,cotton,rajasthan,puri,handcrafted,amazon,4202,53,5.0,321
lamp,stone,karnataka,ahmedabad,hand-woven,meesho,3903,20,4.9,437
saree,wood,west bengal,kolkata,traditional carving,meesho,2676,195,4.9,49
bracelet,brass,gujarat,hyderabad,hand-woven,etsy,3772,223,3.5,166
lamp,wood,andhra pradesh,kanchipuram,metal casting,flipkart,6100,145,4.7,320
saree,terracotta,tamil nadu,kolkata,pottery shaping,etsy,1372,44,4.8,461
saree,jute,andhra pradesh,puri,handcrafted,etsy,1297,198,4.0,11
necklace,jute,tamil nadu,jaipur,loom weaving,etsy,5228,142,4.2,37
handbag,bamboo,andhra pradesh,puri,handloom weaving,amazon,7167,231,4.4,187
vase,stone,uttar pradesh,ahmedabad,block printing,etsy,7151,209,4.7,272
statue,bamboo,rajasthan,varanasi,traditional carving,meesho,1038,141,3.5,146
bracelet,bamboo,karnataka,jaipur,loom weaving,amazon,7003,131,4.2,225
saree,terracotta,andhra pradesh,varanasi,traditional carving,flipkart,2303,76,3.6,413
necklace,brass,odisha,hyderabad,handloom weaving,flipkart,515,54,3.8,285
necklace,wood,tamil nadu,puri,pottery shaping,flipkart,6987,53,4.0,56
necklace,terracotta,rajasthan,hyderabad,traditional carving,amazon,1597,111,3.8,259
scarf,wood,odisha,varanasi,hand-woven,meesho,7840,99,4.7,143
handbag,cotton,odisha,ahmedabad,handloom weaving,flipkart,2808,196,3.6,178
statue,stone,west bengal,puri,metal casting,flipkart,7134,149,4.8,140
wall hanging,wood,tamil nadu,hyderabad,loom weaving,flipkart,7457,74,4.1,371
bracelet,stone,uttar pradesh,jaipur,metal casting,etsy,3995,246,3.6,233
statue,terracotta,west bengal,puri,traditional carving,etsy,6312,19,3.9,289
bracelet,brass,karnataka,puri,metal casting,etsy,1088,137,4.1,160
bracelet,jute,karnataka,puri,loom weaving,flipkart,5445,174,4.4,124
necklace,bamboo,uttar pradesh,kanchipuram,handcrafted,meesho,5200,169,3.5,119
scarf,silk,tamil nadu,jaipur,loom weaving,etsy,7995,192,4.2,237
bracelet,cotton,odisha,hyderabad,block printing,meesho,7868,19,4.7,500
necklace,silk,tamil nadu,mysore,metal casting,etsy,7542,49,4.6,156
lamp,silk,tamil nadu,kanchipuram,handcrafted,flipkart,3737,163,3.8,401
handbag,wood,tamil nadu,hyderabad,pottery shaping,amazon,3589,189,3.7,157
handbag,wood,andhra pradesh,kolkata,traditional carving,flipkart,4013,30,4.3,434
vase,bamboo,andhra pradesh,kolkata,handloom weaving,amazon,6324,95,4.2,457
handbag,wood,odisha,jaipur,handloom weaving,meesho,2543,90,3.6,108
wall hanging,clay,andhra pradesh,puri,handloom weaving,meesho,7676,115,3.9,235
lamp,bamboo,andhra pradesh,kanchipuram,block printing,flipkart,1117,184,4.5,217
scarf,cotton,west bengal,kanchipuram,handcrafted,amazon,5010,216,4.5,165
saree,stone,karnataka,hyderabad,handcrafted,etsy,3369,118,3.6,485
scarf,brass,gujarat,hyderabad,hand-woven,flipkart,7451,104,4.5,160
wall hanging,clay,rajasthan,ahmedabad,handcrafted,amazon,7774,114,4.0,32
wall hanging,bamboo,odisha,jaipur,traditional carving,etsy,637,164,4.5,453
scarf,silk,odisha,jaipur,handloom weaving,meesho,5278,67,3.8,148
vase,jute,uttar pradesh,jaipur,pottery shaping,etsy,5212,125,4.6,91
wall hanging,bamboo,tamil nadu,hyderabad,block printing,flipkart,6291,228,3.5,92
wall hanging,stone,tamil nadu,kolkata,loom weaving,amazon,2558,88,3.8,410
scarf,jute,uttar pradesh,hyderabad,handcrafted,meesho,7458,99,4.6,376
handbag,cotton,odisha,kanchipuram,hand-woven,flipkart,7452,128,5.0,473
wall hanging,brass,odisha,jaipur,pottery shaping,etsy,737,232,4.9,280
lamp,terracotta,andhra pradesh,jaipur,traditional carving,amazon,2802,235,4.4,18
statue,bamboo,uttar pradesh,mysore,hand-woven,etsy,3126,125,4.4,112
scarf,stone,gujarat,hyderabad,handcrafted,amazon,4089,62,4.5,344
bracelet,stone,karnataka,jaipur,hand-woven,etsy,527,127,4.3,314
scarf,silk,karnataka,varanasi,handcrafted,amazon,3898,146,4.7,189
scarf,wood,andhra pradesh,kanchipuram,loom weaving,etsy,3122,77,4.0,417
handbag,clay,odisha,jaipur,handcrafted,flipkart,4911,124,4.6,342
scarf,clay,karnataka,varanasi,metal casting,flipkart,1166,63,3.7,263
saree,brass,karnataka,hyderabad,loom weaving,flipkart,5038,75,3.5,419
lamp,wood,gujarat,varanasi,handcrafted,etsy,5978,64,4.4,255
statue,silk,odisha,hyderabad,loom weaving,meesho,5533,156,4.7,291
handbag,stone,uttar pradesh,puri,loom weaving,etsy,5401,203,3.5,163
saree,clay,rajasthan,mysore,traditional carving,flipkart,5885,23,4.1,80
vase,terracotta,west bengal,kanchipuram,hand-woven,amazon,5445,126,4.0,480
bracelet,clay,karnataka,jaipur,handloom weaving,etsy,4976,112,4.7,254
handbag,clay,gujarat,hyderabad,loom weaving,amazon,2260,53,4.5,129
bracelet,silk,andhra pradesh,hyderabad,handloom weaving,meesho,3738,234,4.4,290
vase,wood,andhra pradesh,kolkata,handcrafted,meesho,1408,195,4.9,321
vase,jute,tamil nadu,ahmedabad,block printing,flipkart,5720,55,3.9,380
vase,silk,uttar pradesh,mysore,traditional carving,etsy,4962,87,3.5,442
wall hanging,clay,tamil nadu,kanchipuram,handloom weaving,meesho,6669,100,4.8,484
lamp,cotton,tamil nadu,varanasi,block printing,etsy,3764,138,4.6,14
necklace,bamboo,uttar pradesh,mysore,block printing,etsy,4654,117,4.1,438
wall hanging,wood,tamil nadu,varanasi,traditional carving,flipkart,1289,108,4.6,489
wall hanging,bamboo,gujarat,jaipur,pottery shaping,etsy,1637,151,4.4,403
handbag,cotton,rajasthan,mysore,metal casting,amazon,4636,137,3.6,109
scarf,brass,tamil nadu,hyderabad,loom weaving,meesho,1261,60,4.4,270
wall hanging,bamboo,andhra pradesh,varanasi,traditional carving,meesho,4502,207,3.8,24
lamp,bamboo,karnataka,hyderabad,hand-woven,amazon,6750,231,3.9,59
saree,jute,tamil nadu,mysore,block printing,flipkart,7979,153,4.8,70
shawl,brass,west bengal,mysore,hand-woven,etsy,6287,72,4.1,182
necklace,terracotta,uttar pradesh,jaipur,handcrafted,flipkart,7162,110,4.2,288
handbag,cotton,tamil nadu,kolkata,hand-woven,meesho,2853,27,4.6,467
handbag,terracotta,karnataka,varanasi,metal casting,meesho,733,13,4.0,217
shawl,silk,karnataka,varanasi,hand-woven,meesho,6948,195,4.3,123
saree,stone,karnataka,mysore,handcrafted,etsy,3561,108,4.6,128
shawl,clay,west bengal,kanchipuram,traditional carving,etsy,6696,104,4.3,294
vase,brass,uttar pradesh,puri,handcrafted,meesho,5842,39,4.1,69
saree,brass,tamil nadu,hyderabad,handloom weaving,meesho,7697,164,4.9,151
handbag,stone,west bengal,varanasi,loom weaving,flipkart,3935,175,4.0,6
saree,clay,uttar pradesh,varanasi,traditional carving,flipkart,540,207,3.9,145
wall hanging,bamboo,uttar pradesh,mysore,traditional carving,amazon,1564,10,4.0,99
handbag,wood,odisha,hyderabad,hand-woven,amazon,5927,200,3.6,132
scarf,bamboo,tamil nadu,puri,block printing,meesho,2573,218,4.7,343
saree,bamboo,odisha,ahmedabad,metal casting,etsy,7500,173,4.5,101
lamp,terracotta,west bengal,puri,hand-woven,flipkart,7773,67,4.4,456
statue,cotton,tamil nadu,kolkata,pottery shaping,amazon,3700,233,3.8,54
wall hanging,clay,odisha,puri,hand-woven,etsy,1858,79,4.3,8
handbag,silk,gujarat,kanchipuram,hand-woven,amazon,6456,32,4.4,260
shawl,terracotta,karnataka,kanchipuram,block printing,meesho,6064,117,4.9,453
necklace,brass,andhra pradesh,mysore,handloom weaving,amazon,4843,29,4.5,137
vase,brass,karnataka,kolkata,pottery shaping,meesho,7188,237,4.8,72
scarf,clay,tamil nadu,varanasi,metal casting,amazon,7167,205,4.9,286
bracelet,jute,odisha,kolkata,traditional carving,amazon,5319,198,3.7,304
vase,wood,odisha,puri,traditional carving,meesho,2338,246,4.1,25
bracelet,stone,rajasthan,hyderabad,hand-woven,etsy,2189,118,3.9,6
vase,brass,tamil nadu,kolkata,metal casting,meesho,4941,65,4.2,178
bracelet,brass,rajasthan,puri,loom weaving,meesho,7584,222,4.2,494
saree,brass,karnataka,jaipur,block printing,etsy,5187,131,4.9,301
bracelet,wood,andhra pradesh,kanchipuram,hand-woven,flipkart,2440,229,3.6,156
handbag,wood,odisha,puri,handloom weaving,etsy,5755,205,3.9,366
wall hanging,terracotta,tamil nadu,ahmedabad,handloom weaving,meesho,4796,164,4.0,51
scarf,stone,odisha,hyderabad,traditional carving,etsy,6006,234,4.8,191
shawl,silk,andhra pradesh,varanasi,metal casting,meesho,5949,115,5.0,434
statue,bamboo,uttar pradesh,mysore,hand-woven,amazon,4077,189,4.5,261
bracelet,stone,odisha,varanasi,block printing,amazon,4157,168,4.5,189
scarf,stone,gujarat,hyderabad,pottery shaping,amazon,1420,202,4.2,461
necklace,clay,odisha,kanchipuram,metal casting,meesho,3522,13,4.1,286
handbag,brass,tamil nadu,jaipur,block printing,etsy,3235,22,3.7,78
saree,cotton,andhra pradesh,hyderabad,pottery shaping,amazon,5027,222,3.7,448
scarf,stone,odisha,mysore,handloom weaving,etsy,454,200,3.5,203
scarf,terracotta,rajasthan,kolkata,hand-woven,meesho,2870,117,3.7,350
necklace,cotton,gujarat,puri,pottery shaping,amazon,4086,209,4.3,117
bracelet,bamboo,rajasthan,varanasi,handloom weaving,meesho,362,179,4.4,67
saree,cotton,west bengal,kolkata,traditional carving,etsy,6077,194,3.9,474
vase,stone,gujarat,jaipur,pottery shaping,etsy,770,24,4.4,477
statue,jute,karnataka,kolkata,block printing,meesho,5402,150,4.4,460
scarf,wood,karnataka,kolkata,pottery shaping,etsy,4063,17,4.9,461
shawl,jute,odisha,varanasi,metal casting,amazon,6635,177,4.9,373
necklace,bamboo,andhra pradesh,puri,handcrafted,flipkart,4819,222,4.4,462
lamp,terracotta,rajasthan,ahmedabad,loom weaving,meesho,6792,130,4.7,63
vase,jute,karnataka,kolkata,block printing,amazon,1126,60,4.4,234
vase,stone,west bengal,kolkata,pottery shaping,flipkart,3168,80,4.9,220
statue,stone,andhra pradesh,ahmedabad,pottery shaping,etsy,3133,129,4.9,237
handbag,silk,gujarat,mysore,block printing,flipkart,7363,216,3.8,130
statue,bamboo,andhra pradesh,ahmedabad,metal casting,etsy,5294,35,4.4,372
bracelet,wood,uttar pradesh,varanasi,metal casting,amazon,3150,250,3.7,63
wall hanging,cotton,andhra pradesh,ahmedabad,metal casting,amazon,4605,148,4.9,88
statue,bamboo,uttar pradesh,ahmedabad,pottery shaping,flipkart,5449,179,3.5,19
handbag,wood,rajasthan,hyderabad,loom weaving,etsy,5741,198,3.6,166
shawl,cotton,uttar pradesh,kolkata,handloom weaving,meesho,3671,169,4.8,72
saree,terracotta,rajasthan,puri,handcrafted,flipkart,5993,41,3.8,376
shawl,jute,andhra pradesh,mysore,block printing,meesho,5867,166,3.7,102
vase,wood,odisha,mysore,hand-woven,etsy,7642,242,3.6,408
wall hanging,cotton,rajasthan,kolkata,loom weaving,flipkart,6649,238,5.0,182
lamp,silk,west bengal,kolkata,metal casting,amazon,6111,224,3.9,441
wall hanging,wood,karnataka,kolkata,metal casting,flipkart,2423,246,4.7,247
wall hanging,stone,west bengal,puri,pottery shaping,amazon,6592,246,4.0,54
wall hanging,jute,odisha,jaipur,metal casting,amazon,5457,36,4.7,42
wall hanging,terracotta,andhra pradesh,varanasi,handcrafted,amazon,5547,216,4.8,346
wall hanging,jute,rajasthan,varanasi,handloom weaving,amazon,2357,59,4.4,205
handbag,brass,uttar pradesh,jaipur,handloom weaving,etsy,1610,231,5.0,399
scarf,cotton,andhra pradesh,kolkata,loom weaving,meesho,6114,119,3.8,144
wall hanging,clay,odisha,hyderabad,handloom weaving,meesho,3988,98,3.7,90
handbag,jute,tamil nadu,puri,handcrafted,amazon,824,101,4.7,7
necklace,cotton,gujarat,puri,hand-woven,meesho,4505,25,4.0,106
lamp,cotton,tamil nadu,kolkata,pottery shaping,amazon,4462,16,3.7,190
handbag,stone,gujarat,mysore,block printing,amazon,2753,67,3.9,313
handbag,silk,andhra pradesh,kolkata,handloom weaving,meesho,2412,165,4.5,196
lamp,silk,andhra pradesh,varanasi,block printing,flipkart,916,167,4.6,294
handbag,terracotta,gujarat,hyderabad,handloom weaving,meesho,3628,52,3.6,12
saree,bamboo,tamil nadu,ahmedabad,metal casting,etsy,502,87,4.3,350
vase,terracotta,gujarat,kanchipuram,block printing,flipkart,679,216,4.9,459
vase,jute,west bengal,jaipur,handloom weaving,etsy,1294,22,4.4,100
saree,bamboo,odisha,kanchipuram,metal casting,flipkart,7744,227,4.4,464
saree,bamboo,uttar pradesh,kanchipuram,handcrafted,amazon,652,64,4.9,240
bracelet,silk,karnataka,hyderabad,loom weaving,meesho,4490,20,5.0,303
necklace,stone,andhra pradesh,kanchipuram,loom weaving,meesho,423,145,4.1,430
necklace,jute,tamil nadu,varanasi,metal casting,flipkart,4882,226,4.0,81
bracelet,jute,rajasthan,jaipur,loom weaving,amazon,3052,192,4.4,491
necklace,silk,rajasthan,puri,pottery shaping,meesho,6878,227,4.3,308
necklace,silk,west bengal,ahmedabad,loom weaving,meesho,499,79,4.6,158
necklace,clay,tamil nadu,kolkata,traditional carving,flipkart,5558,70,3.9,275
wall hanging,terracotta,karnataka,kolkata,traditional carving,amazon,2666,11,4.9,234
handbag,bamboo,rajasthan,varanasi,loom weaving,flipkart,3519,69,4.3,173
saree,cotton,gujarat,varanasi,handcrafted,etsy,3991,123,4.7,446
handbag,jute,west bengal,jaipur,handloom weaving,meesho,3781,50,3.5,53
necklace,clay,karnataka,hyderabad,block printing,flipkart,3274,229,4.9,459
necklace,brass,andhra pradesh,mysore,pottery shaping,etsy,5965,237,4.6,306
necklace,stone,uttar pradesh,kanchipuram,metal casting,meesho,2164,87,4.4,155
shawl,cotton,andhra pradesh,kanchipuram,block printing,flipkart,3114,12,3.7,446
vase,brass,odisha,ahmedabad,metal casting,meesho,1438,105,3.9,304
handbag,clay,odisha,ahmedabad,handloom weaving,flipkart,684,21,4.0,43
scarf,jute,gujarat,jaipur,hand-woven,amazon,4777,52,4.4,72
wall hanging,wood,tamil nadu,ahmedabad,hand-woven,meesho,6353,193,3.8,486
shawl,bamboo,uttar pradesh,kanchipuram,pottery shaping,meesho,3719,68,4.0,150
lamp,clay,gujarat,mysore,handcrafted,etsy,1141,94,4.2,382
lamp,brass,uttar pradesh,jaipur,handcrafted,etsy,4903,72,4.4,303
saree,terracotta,andhra pradesh,hyderabad,metal casting,amazon,551,14,3.8,500
bracelet,terracotta,karnataka,kanchipuram,metal casting,amazon,7437,126,4.8,175
vase,silk,rajasthan,mysore,handcrafted,etsy,2945,135,4.8,176
saree,cotton,andhra pradesh,kolkata,metal casting,amazon,5127,100,4.4,22
saree,clay,west bengal,varanasi,handcrafted,meesho,1824,249,3.9,429
necklace,jute,uttar pradesh,mysore,loom weaving,meesho,2869,89,4.8,152
vase,bamboo,odisha,kolkata,pottery shaping,flipkart,5253,40,4.7,6
necklace,bamboo,gujarat,mysore,loom weaving,etsy,3908,196,4.8,266
lamp,jute,west bengal,puri,metal casting,etsy,6906,209,3.8,82
scarf,silk,odisha,puri,handcrafted,meesho,5584,14,4.2,371
necklace,cotton,odisha,varanasi,hand-woven,etsy,1168,95,4.2,473
saree,bamboo,andhra pradesh,kolkata,metal casting,flipkart,6685,156,4.1,49
shawl,cotton,rajasthan,kanchipuram,handcrafted,amazon,4020,193,3.7,47
saree,wood,tamil nadu,kanchipuram,traditional carving,amazon,1714,141,4.6,182
wall hanging,silk,uttar pradesh,kanchipuram,handloom weaving,etsy,2927,32,3.9,428
wall hanging,silk,rajasthan,mysore,loom weaving,flipkart,2573,72,4.5,319
bracelet,brass,karnataka,kanchipuram,traditional carving,flipkart,6187,110,4.6,61
bracelet,stone,rajasthan,varanasi,block printing,flipkart,401,140,4.1,110
vase,stone,karnataka,varanasi,block printing,meesho,6252,71,3.6,411
shawl,wood,tamil nadu,kanchipuram,hand-woven,flipkart,4118,25,3.9,142
shawl,wood,rajasthan,puri,hand-woven,etsy,5750,140,4.9,401
statue,brass,odisha,jaipur,handloom weaving,etsy,7056,104,3.9,279
handbag,bamboo,andhra pradesh,mysore,metal casting,meesho,1762,225,5.0,340
necklace,clay,karnataka,varanasi,handloom weaving,flipkart,2109,32,3.8,99
bracelet,wood,gujarat,varanasi,handcrafted,meesho,2398,82,4.6,98
shawl,brass,tamil nadu,kolkata,metal casting,flipkart,2220,42,4.0,28
wall hanging,clay,andhra pradesh,varanasi,metal casting,meesho,5453,55,3.5,349
scarf,stone,west bengal,puri,metal casting,meesho,3674,156,3.9,286
saree,clay,tamil nadu,kanchipuram,pottery shaping,flipkart,2001,140,4.4,397
vase,terracotta,uttar pradesh,puri,hand-woven,amazon,3388,153,3.7,337
bracelet,clay,west bengal,ahmedabad,hand-woven,amazon,4066,188,4.8,266
wall hanging,wood,gujarat,kanchipuram,hand-woven,meesho,4595,116,4.2,135
lamp,stone,rajasthan,jaipur,handloom weaving,flipkart,5694,188,4.6,113
wall hanging,bamboo,west bengal,varanasi,loom weaving,amazon,4875,15,4.7,464
statue,jute,rajasthan,ahmedabad,handloom weaving,meesho,5503,129,4.4,43
statue,terracotta,uttar pradesh,puri,loom weaving,meesho,1144,244,4.4,290
vase,brass,gujarat,varanasi,traditional carving,meesho,4530,143,4.1,195
shawl,jute,karnataka,jaipur,pottery shaping,flipkart,3323,192,4.8,217
bracelet,bamboo,gujarat,ahmedabad,loom weaving,flipkart,5699,174,4.2,341
statue,stone,odisha,jaipur,metal casting,amazon,3204,107,4.6,242
saree,cotton,odisha,kolkata,traditional carving,amazon,2314,24,3.9,136
statue,stone,uttar pradesh,ahmedabad,loom weaving,meesho,3994,103,3.8,280
scarf,clay,odisha,hyderabad,handloom weaving,flipkart,4966,170,4.5,173
wall hanging,clay,odisha,kanchipuram,hand-woven,flipkart,3669,99,3.6,211
lamp,bamboo,rajasthan,kanchipuram,metal casting,etsy,7892,45,4.2,435
lamp,brass,rajasthan,puri,hand-woven,meesho,5264,84,4.2,19
saree,brass,west bengal,hyderabad,block printing,etsy,3892,204,4.7,194
necklace,stone,karnataka,puri,handloom weaving,flipkart,1987,158,4.2,43
vase,wood,rajasthan,hyderabad,handcrafted,flipkart,7362,222,4.2,21
bracelet,wood,west bengal,puri,loom weaving,meesho,1238,66,4.4,486
handbag,jute,west bengal,puri,handcrafted,amazon,630,229,4.1,130
bracelet,cotton,karnataka,puri,metal casting,meesho,6776,58,4.3,23
handbag,cotton,odisha,hyderabad,handcrafted,etsy,4174,216,3.7,26
handbag,terracotta,uttar pradesh,mysore,hand-woven,meesho,2688,221,3.9,76
bracelet,wood,west bengal,kolkata,handcrafted,meesho,2960,208,3.6,34
wall hanging,cotton,odisha,varanasi,pottery shaping,meesho,4809,87,4.6,339
shawl,brass,andhra pradesh,ahmedabad,block printing,flipkart,5506,11,4.1,259
necklace,silk,tamil nadu,hyderabad,block printing,meesho,7680,20,4.8,107
statue,clay,uttar pradesh,puri,handcrafted,amazon,7366,27,4.9,165
handbag,brass,gujarat,kanchipuram,handloom weaving,flipkart,4376,229,4.8,22
bracelet,silk,karnataka,kanchipuram,traditional carving,amazon,7331,126,4.8,34
saree,brass,uttar pradesh,puri,pottery shaping,etsy,5606,130,4.0,373
shawl,terracotta,rajasthan,puri,block printing,amazon,4221,131,4.6,386
necklace,brass,andhra pradesh,hyderabad,handcrafted,amazon,7594,121,4.4,25
shawl,brass,rajasthan,varanasi,pottery shaping,amazon,3253,129,4.1,426
handbag,stone,odisha,jaipur,hand-woven,amazon,892,84,4.1,422
lamp,terracotta,andhra pradesh,mysore,block printing,etsy,7134,68,4.6,13
statue,stone,karnataka,varanasi,hand-woven,etsy,1794,115,3.9,38
statue,jute,tamil nadu,kolkata,hand-woven,etsy,6080,69,4.5,366
shawl,clay,rajasthan,ahmedabad,block printing,amazon,6188,47,4.3,106
vase,bamboo,gujarat,kolkata,handcrafted,etsy,7354,58,3.7,357
scarf,bamboo,tamil nadu,kolkata,pottery shaping,amazon,5536,118,4.3,390
vase,jute,west bengal,ahmedabad,pottery shaping,etsy,7494,133,5.0,459
vase,bamboo,gujarat,kolkata,block printing,meesho,4894,183,3.6,30
scarf,brass,tamil nadu,kanchipuram,hand-woven,amazon,6701,172,4.7,58
handbag,wood,west bengal,jaipur,handcrafted,flipkart,4095,145,4.9,345
lamp,cotton,gujarat,kolkata,metal casting,flipkart,6631,80,4.9,457
bracelet,wood,andhra pradesh,mysore,handloom weaving,amazon,3243,131,4.7,275
vase,bamboo,uttar pradesh,mysore,loom weaving,etsy,3406,245,3.6,456
wall hanging,brass,odisha,hyderabad,traditional carving,etsy,3936,160,3.5,361
statue,terracotta,gujarat,ahmedabad,block printing,meesho,4110,126,4.2,462
saree,terracotta,gujarat,kanchipuram,handloom weaving,meesho,5107,49,4.9,17
scarf,terracotta,tamil nadu,kanchipuram,handloom weaving,amazon,5063,16,4.8,425
necklace,jute,uttar pradesh,varanasi,pottery shaping,etsy,4135,121,3.7,331
lamp,brass,andhra pradesh,varanasi,pottery shaping,meesho,1984,236,4.1,340
vase,wood,west bengal,mysore,pottery shaping,meesho,3658,233,3.6,453
bracelet,wood,uttar pradesh,jaipur,handloom weaving,flipkart,1444,22,4.9,5
saree,clay,odisha,hyderabad,handcrafted,amazon,4884,198,4.3,437
necklace,clay,andhra pradesh,mysore,handcrafted,meesho,3608,67,3.9,141
bracelet,brass,west bengal,jaipur,handloom weaving,meesho,1654,36,4.1,332
bracelet,cotton,karnataka,puri,block printing,meesho,3077,87,4.1,405
lamp,clay,west bengal,jaipur,handloom weaving,etsy,7402,144,4.2,143
handbag,cotton,gujarat,ahmedabad,hand-woven,etsy,5435,166,3.9,86
statue,bamboo,uttar pradesh,ahmedabad,handcrafted,etsy,4854,137,3.9,394
wall hanging,wood,rajasthan,jaipur,block printing,etsy,5623,123,4.8,164
necklace,bamboo,rajasthan,kolkata,traditional carving,meesho,4419,36,4.6,187
bracelet,terracotta,gujarat,kanchipuram,handcrafted,etsy,5478,89,4.3,43
vase,terracotta,odisha,kolkata,metal casting,flipkart,461,87,4.4,472
necklace,stone,karnataka,puri,handloom weaving,flipkart,3499,190,4.1,431
bracelet,clay,west bengal,mysore,metal casting,amazon,895,197,4.0,298
bracelet,bamboo,rajasthan,puri,pottery shaping,etsy,6641,213,4.0,116
bracelet,stone,gujarat,ahmedabad,hand-woven,meesho,5966,113,4.6,369
vase,wood,tamil nadu,puri,handcrafted,flipkart,4975,166,4.8,397
scarf,brass,odisha,ahmedabad,loom weaving,etsy,3762,68,3.8,377
bracelet,terracotta,rajasthan,jaipur,hand-woven,etsy,7880,225,4.4,244
lamp,cotton,andhra pradesh,hyderabad,metal casting,etsy,3538,178,4.8,228
scarf,stone,odisha,kolkata,loom weaving,meesho,4437,55,4.9,396
handbag,clay,west bengal,jaipur,hand-woven,meesho,4370,196,4.6,491
vase,wood,uttar pradesh,ahmedabad,metal casting,amazon,4082,156,3.8,277
saree,stone,gujarat,puri,handloom weaving,amazon,2216,159,3.9,420
saree,terracotta,andhra pradesh,hyderabad,pottery shaping,meesho,5553,229,4.3,7
handbag,silk,odisha,varanasi,hand-woven,amazon,3450,236,3.6,235
handbag,silk,west bengal,hyderabad,loom weaving,meesho,6375,107,4.8,297
vase,cotton,karnataka,kolkata,hand-woven,flipkart,3094,64,4.4,292
vase,bamboo,rajasthan,kolkata,handcrafted,amazon,3681,55,3.9,203
necklace,stone,uttar pradesh,kolkata,handloom weaving,flipkart,4518,49,3.7,371
statue,clay,rajasthan,ahmedabad,handloom weaving,amazon,5207,97,4.4,156
handbag,brass,odisha,varanasi,hand-woven,etsy,3880,132,4.6,500
lamp,brass,gujarat,jaipur,metal casting,meesho,4848,34,4.1,387
shawl,brass,west bengal,jaipur,hand-woven,meesho,2517,147,4.4,462
scarf,stone,tamil nadu,mysore,traditional carving,flipkart,5568,235,4.0,475
scarf,terracotta,tamil nadu,varanasi,handloom weaving,meesho,3900,147,3.8,341
bracelet,brass,west bengal,puri,traditional carving,etsy,7575,63,4.1,257
vase,stone,uttar pradesh,mysore,hand-woven,flipkart,3983,196,4.1,128
handbag,clay,andhra pradesh,hyderabad,pottery shaping,meesho,1101,168,3.5,237
shawl,clay,karnataka,ahmedabad,traditional carving,flipkart,6807,122,4.4,105
shawl,cotton,odisha,jaipur,block printing,flipkart,2973,128,5.0,118
saree,clay,odisha,mysore,handloom weaving,amazon,6113,209,3.8,230
statue,wood,uttar pradesh,varanasi,hand-woven,flipkart,6300,90,4.8,51
shawl,cotton,andhra pradesh,jaipur,metal casting,etsy,2331,71,3.6,70
handbag,cotton,karnataka,ahmedabad,pottery shaping,etsy,5835,145,4.5,192
wall hanging,bamboo,uttar pradesh,kanchipuram,handcrafted,meesho,7016,199,3.8,289
handbag,bamboo,odisha,puri,hand-woven,meesho,7333,84,4.4,193
scarf,silk,andhra pradesh,puri,block printing,flipkart,949,83,3.8,336
saree,clay,uttar pradesh,varanasi,handloom weaving,meesho,7199,245,3.5,195
saree,brass,gujarat,jaipur,handcrafted,meesho,1246,213,3.6,23
lamp,wood,odisha,varanasi,hand-woven,meesho,1817,72,3.5,326
statue,cotton,rajasthan,hyderabad,traditional carving,etsy,2766,60,4.0,433
saree,clay,karnataka,varanasi,handloom weaving,meesho,2428,186,4.4,293
wall hanging,brass,rajasthan,kanchipuram,hand-woven,flipkart,3379,203,4.9,202
bracelet,brass,west bengal,puri,pottery shaping,meesho,3308,151,4.0,444
handbag,stone,rajasthan,puri,handloom weaving,amazon,7209,243,4.2,386
vase,wood,west bengal,hyderabad,traditional carving,meesho,796,148,4.3,365
handbag,stone,tamil nadu,puri,traditional carving,flipkart,7018,157,3.5,277
scarf,jute,west bengal,hyderabad,pottery shaping,flipkart,7605,10,4.3,368
vase,stone,rajasthan,ahmedabad,handcrafted,flipkart,6776,166,4.2,260
saree,silk,tamil nadu,kolkata,pottery shaping,etsy,2521,78,4.8,222
vase,jute,west bengal,mysore,handcrafted,flipkart,6338,164,4.8,498
